"state_postal_abbr","data_year","officer_count","officer_rate_per_1000","civilian_count","civilian_rate_per_1000","population"
"AK",1960,,,,,226167
"AK",1961,,,,,226167
"AK",1962,,,,,0
"AK",1963,,,,,248000
"AK",1964,,,,,250000
"AK",1965,,,,,253000
"AK",1966,,,,,263131
"AK",1967,,,,,272000
"AK",1968,,,,,277000
"AK",1969,,,,,282000
"AK",1970,,,,,302173
"AK",1971,230,0.73,83,0.27,313000
"AK",1972,463,1.42,165,0.51,325000
"AK",1973,302,0.92,101,0.31,330000
"AK",1974,341,1.01,118,0.35,337000
"AK",1975,357,1.01,127,0.36,352000
"AK",1976,356,0.93,125,0.33,382000
"AK",1977,410,0.92,134,0.30,446004
"AK",1978,523,1.18,192,0.43,442004
"AK",1979,555,1.25,207,0.46,445294
"AK",1980,575,1.31,213,0.49,438869
"AK",1981,588,1.30,250,0.55,451875
"AK",1982,621,1.29,238,0.50,480391
"AK",1983,1070,2.04,709,1.35,525359
"AK",1984,955,1.71,495,0.89,557682
"AK",1985,1041,1.80,490,0.85,579424
"AK",1986,1031,1.93,734,1.37,534000
"AK",1987,964,1.84,531,1.01,525000
"AK",1988,957,1.87,583,1.14,513000
"AK",1989,944,1.79,536,1.02,527000
"AK",1990,988,1.80,516,0.94,550043
"AK",1991,1034,1.81,614,1.08,570000
"AK",1992,1024,1.74,552,0.94,587000
"AK",1993,1082,1.81,615,1.03,599000
"AK",1994,1073,1.77,578,0.95,606000
"AK",1995,1134,1.88,637,1.05,604000
"AK",1996,1156,1.90,653,1.08,607000
"AK",1997,857,1.41,444,0.73,609000
"AK",1998,1113,1.81,659,1.07,614000
"AK",1999,1169,1.89,688,1.11,619000
"AK",2000,1158,1.85,675,1.08,626932
"AK",2001,1204,1.90,661,1.04,634892
"AK",2002,1203,1.87,701,1.09,643893
"AK",2003,1174,1.81,682,1.05,648921
"AK",2004,1252,1.91,688,1.05,655932
"AK",2005,1216,1.83,669,1.01,664150
"AK",2006,1259,1.88,722,1.08,670527
"AK",2007,1246,1.82,689,1.01,683918
"AK",2008,1299,1.89,708,1.03,686732
"AK",2009,1304,1.87,720,1.03,698901
"AK",2010,1258,1.77,730,1.03,711456
"AK",2011,1324,1.82,710,0.98,725910
"AK",2012,1330,1.81,690,0.94,735190
"AK",2013,1361,1.84,634,0.86,739005
"AK",2014,1318,1.78,691,0.93,740644
"AK",2015,1316,1.77,691,0.93,743350
"AK",2016,1269,1.70,728,0.97,747188
"AK",2017,1247,1.67,686,0.92,744849
"AK",2018,1286,1.73,699,0.94,742552
"AK",2019,1271,1.73,708,0.96,736704
"AL",1960,,,,,3324840
"AL",1961,,,,,3324840
"AL",1962,,,,,3418635
"AL",1963,,,,,3432484
"AL",1964,,,,,3461181
"AL",1965,,,,,3582883
"AL",1966,,,,,3608224
"AL",1967,,,,,3623460
"AL",1968,,,,,3670070
"AL",1969,,,,,3642285
"AL",1970,,,,,3543767
"AL",1971,2759,0.77,360,0.10,3581147
"AL",1972,4575,1.27,1021,0.28,3613207
"AL",1973,4333,1.19,775,0.21,3634737
"AL",1974,4812,1.32,905,0.25,3643905
"AL",1975,5161,1.41,1046,0.29,3667918
"AL",1976,5698,1.55,1197,0.33,3665000
"AL",1977,5888,1.60,1492,0.40,3691158
"AL",1978,5984,1.60,1637,0.44,3743158
"AL",1979,6111,1.62,1753,0.46,3770191
"AL",1980,6059,1.56,1792,0.46,3881325
"AL",1981,6077,1.54,1877,0.48,3947449
"AL",1982,6077,1.52,1958,0.49,4007808
"AL",1983,6903,1.72,2603,0.65,4018684
"AL",1984,6917,1.71,2780,0.69,4047951
"AL",1985,6930,1.70,2987,0.73,4086156
"AL",1986,7333,1.78,3068,0.74,4120193
"AL",1987,7320,1.76,3127,0.75,4149862
"AL",1988,7499,1.79,3216,0.77,4199336
"AL",1989,7722,1.84,3299,0.79,4194689
"AL",1990,8014,1.95,3443,0.84,4114708
"AL",1991,9508,1.99,4116,0.86,4774167
"AL",1992,9809,2.02,4035,0.83,4852207
"AL",1993,8719,2.05,3920,0.92,4260591
"AL",1994,8875,2.07,4010,0.93,4293105
"AL",1995,9191,2.13,4296,0.99,4319212
"AL",1996,9513,2.19,4658,1.07,4341388
"AL",1997,8963,2.04,4209,0.96,4388086
"AL",1998,10066,2.29,4820,1.10,4397943
"AL",1999,10252,2.32,4846,1.10,4416008
"AL",2000,10298,2.29,5023,1.12,4488050
"AL",2001,10237,2.27,5207,1.16,4502059
"AL",2002,10292,2.28,5127,1.14,4516995
"AL",2003,10477,2.31,5250,1.16,4531274
"AL",2004,10589,2.33,5382,1.18,4550680
"AL",2005,10692,2.34,5223,1.14,4575157
"AL",2006,10686,2.31,5544,1.20,4616525
"AL",2007,10885,2.34,5787,1.25,4646319
"AL",2008,11201,2.39,5801,1.24,4684189
"AL",2009,11522,2.43,5787,1.22,4732747
"AL",2010,11242,2.35,5424,1.13,4792630
"AL",2011,11469,2.38,5701,1.18,4815348
"AL",2012,11209,2.32,5806,1.20,4834334
"AL",2013,11486,2.37,5818,1.20,4845981
"AL",2014,11442,2.35,5655,1.16,4861676
"AL",2015,11595,2.37,5827,1.19,4883134
"AL",2016,11744,2.40,5754,1.18,4885591
"AL",2017,5237,1.07,2827,0.58,4894285
"AL",2018,10661,2.17,5198,1.06,4906885
"AL",2019,10804,2.19,5381,1.09,4922404
"AR",1960,,,,,1810544
"AR",1961,,,,,1824258
"AR",1962,,,,,1864019
"AR",1963,,,,,1901985
"AR",1964,,,,,1978395
"AR",1965,,,,,1940620
"AR",1966,,,,,2001198
"AR",1967,,,,,2001184
"AR",1968,,,,,2050883
"AR",1969,,,,,2033649
"AR",1970,,,,,1960132
"AR",1971,1214,0.61,115,0.06,1982508
"AR",1972,2086,1.03,345,0.17,2017765
"AR",1973,1918,0.93,355,0.17,2057887
"AR",1974,2040,0.99,409,0.20,2065221
"AR",1975,2367,1.12,475,0.22,2119736
"AR",1976,2480,1.17,484,0.23,2112736
"AR",1977,2747,1.28,597,0.28,2144777
"AR",1978,2857,1.31,653,0.30,2186000
"AR",1979,2883,1.32,727,0.33,2180000
"AR",1980,2756,1.21,723,0.32,2284037
"AR",1981,2868,1.24,775,0.34,2309660
"AR",1982,2953,1.28,835,0.36,2309406
"AR",1983,3531,1.50,1085,0.46,2357259
"AR",1984,3512,1.48,1155,0.49,2379533
"AR",1985,3540,1.47,1214,0.51,2402908
"AR",1986,3530,1.46,1289,0.53,2418887
"AR",1987,3342,1.37,1463,0.60,2439566
"AR",1988,3400,1.37,1553,0.63,2476263
"AR",1989,3489,1.42,1624,0.66,2465686
"AR",1990,3608,1.50,1769,0.73,2407377
"AR",1991,3716,1.53,1912,0.79,2432370
"AR",1992,3874,1.57,1921,0.78,2460041
"AR",1993,3959,1.59,2046,0.82,2482991
"AR",1994,4215,1.68,2218,0.88,2510009
"AR",1995,4743,1.87,2178,0.86,2540304
"AR",1996,5004,1.95,2282,0.89,2569763
"AR",1997,4602,1.78,2165,0.84,2584697
"AR",1998,5477,2.05,2690,1.01,2667550
"AR",1999,6149,2.19,2716,0.97,2805880
"AR",2000,6520,2.11,3025,0.98,3085403
"AR",2001,6506,2.12,3062,1.00,3075959
"AR",2002,6773,2.11,3271,1.02,3211957
"AR",2003,7407,2.06,3687,1.03,3593973
"AR",2004,7157,2.23,3335,1.04,3214060
"AR",2005,7043,2.15,3419,1.04,3279873
"AR",2006,6961,2.13,3476,1.06,3274403
"AR",2007,7037,2.19,3468,1.08,3219651
"AR",2008,6348,2.11,3778,1.26,3002258
"AR",2009,6392,2.15,3851,1.29,2977838
"AR",2010,6429,2.12,3920,1.29,3034697
"AR",2011,6517,2.16,3687,1.22,3020076
"AR",2012,6643,2.16,3722,1.21,3082595
"AR",2013,6754,2.17,3845,1.24,3109825
"AR",2014,6814,2.17,3907,1.24,3142121
"AR",2015,6827,2.16,3992,1.27,3155575
"AR",2016,6860,2.21,3948,1.27,3097115
"AR",2017,5975,1.98,3555,1.18,3021597
"AR",2018,6743,2.22,3885,1.28,3031153
"AR",2019,7282,2.34,3814,1.22,3117702
"AS",1960,,,,,0
"AS",1961,,,,,0
"AS",1962,,,,,0
"AS",1963,,,,,0
"AS",1964,,,,,0
"AS",1965,,,,,0
"AS",1966,,,,,0
"AS",1967,,,,,0
"AS",1968,,,,,0
"AS",1969,,,,,0
"AS",1970,,,,,0
"AS",1971,,,,,0
"AS",1972,,,,,0
"AS",1973,,,,,0
"AS",1974,,,,,0
"AS",1975,,,,,0
"AS",1976,,,,,0
"AS",1977,,,,,0
"AS",1978,,,,,0
"AS",1979,,,,,0
"AS",1980,,,,,0
"AS",1981,,,,,0
"AS",1982,,,,,0
"AS",1983,,,,,0
"AS",1984,,,,,0
"AS",1985,,,,,0
"AS",1986,,,,,0
"AS",1987,,,,,0
"AS",1988,,,,,0
"AS",1989,,,,,0
"AS",1990,,,,,0
"AS",1991,,,,,0
"AS",1992,,,,,0
"AS",1993,,,,,0
"AS",1994,,,,,0
"AS",1995,,,,,0
"AS",1996,,,,,0
"AS",1997,,,,,0
"AS",1998,,,,,0
"AS",1999,,,,,0
"AS",2000,,,,,0
"AS",2001,,,,,0
"AS",2002,,,,,0
"AS",2003,,,,,0
"AS",2004,,,,,0
"AS",2005,,,,,0
"AS",2006,,,,,0
"AS",2007,,,,,0
"AS",2008,,,,,0
"AS",2009,,,,,0
"AS",2010,,,,,0
"AS",2011,,,,,0
"AS",2012,,,,,0
"AS",2013,,,,,0
"AS",2014,,,,,0
"AS",2015,,,,,0
"AS",2016,,,,,0
"AS",2017,,,,,0
"AS",2018,,,,,0
"AS",2019,,,,,0
"AZ",1960,,,,,1306352
"AZ",1961,,,,,1306352
"AZ",1962,,,,,1514938
"AZ",1963,,,,,1573945
"AZ",1964,,,,,1595225
"AZ",1965,,,,,1643624
"AZ",1966,,,,,1682457
"AZ",1967,,,,,1648432
"AZ",1968,,,,,1684883
"AZ",1969,,,,,1707880
"AZ",1970,,,,,1785535
"AZ",1971,2832,1.52,519,0.28,1862947
"AZ",1972,4078,2.08,1168,0.60,1959532
"AZ",1973,3645,1.76,984,0.47,2075141
"AZ",1974,3960,1.83,1161,0.54,2167891
"AZ",1975,4387,1.96,1374,0.61,2237597
"AZ",1976,4439,1.94,1520,0.67,2283597
"AZ",1977,4526,1.96,1888,0.82,2303705
"AZ",1978,4655,1.97,2072,0.88,2361705
"AZ",1979,4865,1.98,2161,0.88,2458127
"AZ",1980,4909,1.80,2277,0.84,2725962
"AZ",1981,4919,1.75,2463,0.88,2804998
"AZ",1982,4992,1.74,2620,0.91,2872286
"AZ",1983,6053,2.03,3393,1.14,2975728
"AZ",1984,6262,2.05,3628,1.19,3061489
"AZ",1985,6371,1.99,4199,1.31,3195861
"AZ",1986,6789,2.04,4443,1.34,3326187
"AZ",1987,6991,2.06,4602,1.36,3395685
"AZ",1988,6150,1.77,4173,1.20,3475852
"AZ",1989,7348,2.06,4938,1.38,3565734
"AZ",1990,7598,2.06,5092,1.38,3679876
"AZ",1991,7718,2.05,5188,1.38,3764985
"AZ",1992,7626,1.97,5418,1.40,3866234
"AZ",1993,7890,2.00,5585,1.41,3951420
"AZ",1994,8170,2.00,5531,1.35,4090962
"AZ",1995,8706,2.05,5978,1.41,4236915
"AZ",1996,9025,2.03,6570,1.48,4447854
"AZ",1997,8322,1.82,6004,1.31,4575422
"AZ",1998,9827,2.09,7111,1.51,4709482
"AZ",1999,10319,2.15,7386,1.54,4790537
"AZ",2000,10455,2.03,7594,1.48,5142271
"AZ",2001,10871,2.03,7766,1.45,5356370
"AZ",2002,11036,2.01,7799,1.42,5502666
"AZ",2003,11196,1.99,7955,1.41,5637404
"AZ",2004,11673,1.95,8866,1.48,5995349
"AZ",2005,12067,1.94,9569,1.54,6208207
"AZ",2006,12271,1.91,9911,1.54,6425124
"AZ",2007,12882,1.96,10226,1.56,6558098
"AZ",2008,13359,1.98,10311,1.53,6735603
"AZ",2009,13092,1.98,10077,1.52,6609085
"AZ",2010,12791,2.00,9685,1.51,6404623
"AZ",2011,12541,1.93,9439,1.45,6505261
"AZ",2012,13246,1.99,10124,1.52,6669918
"AZ",2013,12215,1.84,9466,1.42,6646289
"AZ",2014,12737,1.89,10217,1.51,6753058
"AZ",2015,13077,1.91,9983,1.46,6851271
"AZ",2016,12703,1.83,10004,1.44,6951468
"AZ",2017,12862,1.83,9888,1.41,7037119
"AZ",2018,12885,1.79,9715,1.35,7192613
"AZ",2019,13068,1.78,10078,1.37,7334132
"CA",1960,,,,,16190816
"CA",1961,,,,,16170757
"CA",1962,,,,,17447000
"CA",1963,,,,,18110168
"CA",1964,,,,,18595539
"CA",1965,,,,,19305039
"CA",1966,,,,,19761236
"CA",1967,,,,,19776944
"CA",1968,,,,,20157325
"CA",1969,,,,,20391297
"CA",1970,,,,,20895538
"CA",1971,34946,1.71,7202,0.35,20461218
"CA",1972,43873,2.12,12937,0.62,20732725
"CA",1973,39720,1.91,12150,0.58,20842166
"CA",1974,40632,1.92,13153,0.62,21158834
"CA",1975,41783,1.95,14327,0.67,21459670
"CA",1976,41551,1.91,14367,0.66,21717727
"CA",1977,48277,2.19,17319,0.79,22011627
"CA",1978,48008,2.15,16673,0.74,22380357
"CA",1979,47885,2.10,16905,0.74,22802669
"CA",1980,42290,1.79,15747,0.67,23644324
"CA",1981,44091,1.82,16659,0.69,24273613
"CA",1982,44836,1.80,17277,0.69,24902595
"CA",1983,51295,2.01,20538,0.81,25457775
"CA",1984,52411,2.03,21361,0.83,25824263
"CA",1985,51558,1.94,22272,0.84,26566282
"CA",1986,52981,1.95,22872,0.84,27193441
"CA",1987,53471,1.92,22825,0.82,27885070
"CA",1988,51205,1.80,21600,0.76,28413241
"CA",1989,57863,1.97,25596,0.87,29323401
"CA",1990,60105,2.00,26544,0.88,30047608
"CA",1991,61492,2.01,27909,0.91,30612217
"CA",1992,60696,1.95,27966,0.90,31102927
"CA",1993,59918,1.90,27286,0.87,31453274
"CA",1994,60810,1.92,27997,0.88,31674969
"CA",1995,63218,1.98,29183,0.92,31854695
"CA",1996,66339,2.06,30839,0.96,32131922
"CA",1997,60567,1.87,28345,0.88,32362913
"CA",1998,68847,2.10,32097,0.98,32763349
"CA",1999,74236,2.23,36748,1.11,33243480
"CA",2000,73095,2.15,36099,1.06,33974269
"CA",2001,73516,2.12,36102,1.04,34608064
"CA",2002,76634,2.18,40558,1.15,35222901
"CA",2003,77624,2.18,40267,1.13,35592667
"CA",2004,76432,2.12,39646,1.10,36003471
"CA",2005,76702,2.12,40049,1.11,36243236
"CA",2006,78066,2.13,41368,1.13,36572532
"CA",2007,81076,2.21,43396,1.18,36672767
"CA",2008,83889,2.27,43160,1.17,36876276
"CA",2009,82902,2.24,42495,1.15,37061435
"CA",2010,81612,2.19,40833,1.09,37346022
"CA",2011,78893,2.09,39576,1.05,37819249
"CA",2012,78062,2.04,40532,1.06,38183375
"CA",2013,77929,2.02,40755,1.06,38498377
"CA",2014,78431,2.01,41646,1.07,38970399
"CA",2015,78648,2.00,41350,1.05,39315550
"CA",2016,78919,2.00,41719,1.06,39421283
"CA",2017,78740,1.98,40944,1.03,39713887
"CA",2018,79141,1.99,40900,1.03,39735951
"CA",2019,79616,2.01,41635,1.05,39691571
"CO",1960,,,,,1774226
"CO",1961,,,,,1774226
"CO",1962,,,,,1934622
"CO",1963,,,,,1995959
"CO",1964,,,,,2003460
"CO",1965,,,,,2031589
"CO",1966,,,,,2042031
"CO",1967,,,,,2037441
"CO",1968,,,,,2107541
"CO",1969,,,,,2160491
"CO",1970,,,,,2246563
"CO",1971,3136,1.36,340,0.15,2305187
"CO",1972,4140,1.74,949,0.40,2379398
"CO",1973,4030,1.63,848,0.34,2467587
"CO",1974,4748,1.88,1022,0.40,2526738
"CO",1975,5475,2.14,1404,0.55,2558434
"CO",1976,5655,2.17,1515,0.58,2602973
"CO",1977,5783,2.19,1554,0.59,2636753
"CO",1978,6013,2.24,1674,0.62,2688170
"CO",1979,6463,2.32,1981,0.71,2788170
"CO",1980,5463,1.89,1659,0.57,2896033
"CO",1981,6139,2.06,1776,0.60,2981143
"CO",1982,6209,2.03,1975,0.64,3063569
"CO",1983,7000,2.21,2190,0.69,3160502
"CO",1984,7084,2.21,2423,0.76,3198225
"CO",1985,7153,2.20,2594,0.80,3254888
"CO",1986,7350,2.23,2572,0.78,3299695
"CO",1987,7427,2.23,2686,0.81,3328320
"CO",1988,7490,2.26,2678,0.81,3320311
"CO",1989,7573,2.26,2742,0.82,3353058
"CO",1990,7682,2.31,2887,0.87,3328664
"CO",1991,9128,2.27,3470,0.86,4023896
"CO",1992,8368,2.35,3119,0.88,3559867
"CO",1993,9377,2.32,3411,0.84,4046148
"CO",1994,9771,2.23,4179,0.95,4388025
"CO",1995,10982,2.24,5057,1.03,4892816
"CO",1996,12473,2.29,5418,0.99,5456201
"CO",1997,9679,2.40,3996,0.99,4029706
"CO",1998,10388,2.55,4431,1.09,4081288
"CO",1999,10733,2.54,4897,1.16,4230160
"CO",2000,11373,2.40,5090,1.07,4739066
"CO",2001,11958,2.42,5603,1.13,4950097
"CO",2002,11706,2.52,5083,1.09,4648662
"CO",2003,11620,2.47,5163,1.10,4703735
"CO",2004,12440,2.57,5639,1.16,4843831
"CO",2005,12376,2.51,5381,1.09,4923114
"CO",2006,12205,2.51,5390,1.11,4861895
"CO",2007,12496,2.49,5669,1.13,5025127
"CO",2008,13046,2.51,5741,1.11,5189787
"CO",2009,12900,2.47,6126,1.17,5228857
"CO",2010,12803,2.42,5950,1.12,5299292
"CO",2011,12781,2.33,6190,1.13,5490450
"CO",2012,12548,2.37,5931,1.12,5300766
"CO",2013,12890,2.40,5638,1.05,5365782
"CO",2014,12826,2.34,6001,1.09,5492445
"CO",2015,12906,2.30,6365,1.13,5614411
"CO",2016,13022,2.28,6530,1.15,5699669
"CO",2017,12416,2.19,6014,1.06,5664706
"CO",2018,12518,2.17,5998,1.04,5757543
"CO",2019,12768,2.17,6438,1.09,5892455
"CT",1960,,,,,2557022
"CT",1961,,,,,2541084
"CT",1962,,,,,2670948
"CT",1963,,,,,2744140
"CT",1964,,,,,2848504
"CT",1965,,,,,2916000
"CT",1966,,,,,2968700
"CT",1967,,,,,3040500
"CT",1968,,,,,3077500
"CT",1969,,,,,3121100
"CT",1970,,,,,3161040
"CT",1971,4841,1.51,360,0.11,3215454
"CT",1972,5904,1.84,757,0.24,3215454
"CT",1973,5212,1.62,515,0.16,3212115
"CT",1974,5350,1.67,585,0.18,3209957
"CT",1975,5339,1.66,651,0.20,3215664
"CT",1976,5256,1.63,650,0.20,3232032
"CT",1977,5302,1.67,749,0.24,3183430
"CT",1978,5415,1.71,782,0.25,3174430
"CT",1979,5430,1.70,751,0.23,3196285
"CT",1980,5223,1.65,739,0.23,3171744
"CT",1981,5399,1.68,802,0.25,3209430
"CT",1982,5500,1.70,802,0.25,3230948
"CT",1983,6585,2.05,1302,0.41,3205164
"CT",1984,6752,2.10,1349,0.42,3221649
"CT",1985,6782,2.09,1376,0.42,3242075
"CT",1986,6780,2.08,1493,0.46,3257504
"CT",1987,7177,2.18,1516,0.46,3285408
"CT",1988,7225,2.17,1601,0.48,3326040
"CT",1989,7217,2.17,1607,0.48,3324648
"CT",1990,7413,2.20,1661,0.49,3366867
"CT",1991,7151,2.12,1576,0.47,3370840
"CT",1992,7166,2.13,1660,0.49,3360593
"CT",1993,7180,2.14,1698,0.51,3355486
"CT",1994,7229,2.15,1767,0.53,3356789
"CT",1995,7423,2.21,1716,0.51,3356858
"CT",1996,8470,2.52,2289,0.68,3355827
"CT",1997,6627,1.98,1274,0.38,3351262
"CT",1998,9227,2.60,2447,0.69,3547702
"CT",1999,8873,2.36,2105,0.56,3763339
"CT",2000,9436,2.20,2718,0.63,4283356
"CT",2001,9524,2.28,2462,0.59,4178846
"CT",2002,9522,2.26,2616,0.62,4211952
"CT",2003,8654,2.23,1926,0.50,3880135
"CT",2004,8445,2.25,1930,0.51,3751301
"CT",2005,8442,2.23,1916,0.51,3792528
"CT",2006,8455,2.25,1952,0.52,3764006
"CT",2007,8643,2.26,2022,0.53,3817352
"CT",2008,8757,2.41,2041,0.56,3640379
"CT",2009,8661,2.40,1954,0.54,3609641
"CT",2010,8697,2.35,1876,0.51,3694281
"CT",2011,8382,2.28,1902,0.52,3672721
"CT",2012,8525,2.30,1806,0.49,3702874
"CT",2013,8544,2.32,1835,0.50,3687931
"CT",2014,8804,2.33,1835,0.49,3772833
"CT",2015,7981,2.16,1789,0.48,3703110
"CT",2016,8272,2.17,1572,0.41,3807343
"CT",2017,7325,2.01,1442,0.40,3645220
"CT",2018,7792,2.15,1491,0.41,3630004
"CT",2019,7390,2.01,1479,0.40,3679668
"CZ",1960,,,,,42122
"CZ",1961,,,,,42122
"CZ",1962,,,,,0
"CZ",1963,,,,,43200
"CZ",1964,,,,,42796
"CZ",1965,,,,,42964
"CZ",1966,,,,,43600
"CZ",1967,,,,,43600
"CZ",1968,,,,,55600
"CZ",1969,,,,,55600
"CZ",1970,,,,,44650
"CZ",1971,,,,,44650
"CZ",1972,,,,,44650
"CZ",1973,,,,,44650
"CZ",1974,,,,,44650
"CZ",1975,,,,,44650
"CZ",1976,,,,,44650
"CZ",1977,,,,,44650
"CZ",1978,,,,,44650
"CZ",1979,,,,,44650
"CZ",1980,,,,,44650
"CZ",1981,,,,,44650
"CZ",1982,,,,,44650
"CZ",1983,,,,,0
"CZ",1984,,,,,0
"CZ",1985,,,,,0
"CZ",1986,,,,,0
"CZ",1987,,,,,0
"CZ",1988,,,,,0
"CZ",1989,,,,,0
"CZ",1990,,,,,0
"CZ",1991,,,,,0
"CZ",1992,,,,,0
"CZ",1993,,,,,0
"CZ",1994,,,,,0
"CZ",1995,,,,,0
"CZ",1996,,,,,0
"CZ",1997,,,,,0
"CZ",1998,,,,,0
"CZ",1999,,,,,0
"CZ",2000,,,,,0
"CZ",2001,,,,,0
"CZ",2002,,,,,0
"CZ",2003,,,,,0
"CZ",2004,,,,,0
"CZ",2005,,,,,0
"CZ",2006,,,,,0
"CZ",2007,,,,,0
"CZ",2008,,,,,0
"CZ",2009,,,,,0
"CZ",2010,,,,,0
"CZ",2011,,,,,0
"CZ",2012,,,,,0
"CZ",2013,,,,,0
"CZ",2014,,,,,0
"CZ",2015,,,,,0
"CZ",2016,,,,,0
"CZ",2017,,,,,0
"CZ",2018,,,,,0
"CZ",2019,,,,,0
"DC",1960,,,,,763956
"DC",1961,,,,,763956
"DC",1962,,,,,784000
"DC",1963,,,,,798000
"DC",1964,,,,,808000
"DC",1965,,,,,803000
"DC",1966,,,,,808000
"DC",1967,,,,,809000
"DC",1968,,,,,809000
"DC",1969,,,,,798000
"DC",1970,,,,,756510
"DC",1971,,,,,741000
"DC",1972,5438,7.27,690,0.92,748000
"DC",1973,4937,6.62,665,0.89,746000
"DC",1974,4597,6.36,961,1.33,723000
"DC",1975,4583,6.40,808,1.13,716000
"DC",1976,4340,6.18,606,0.86,702000
"DC",1977,4166,6.04,585,0.85,690000
"DC",1978,4078,6.05,573,0.85,674000
"DC",1979,4034,6.15,549,0.84,656000
"DC",1980,3652,5.75,486,0.77,635233
"DC",1981,3594,5.65,447,0.70,636000
"DC",1982,3861,6.12,524,0.83,631000
"DC",1983,3861,6.20,524,0.84,623000
"DC",1984,3879,6.23,497,0.80,623000
"DC",1985,3837,6.13,504,0.81,626000
"DC",1986,3877,6.19,537,0.86,626000
"DC",1987,3909,6.28,619,1.00,622000
"DC",1988,3920,6.32,718,1.16,620000
"DC",1989,3974,6.58,742,1.23,604000
"DC",1990,4740,7.81,781,1.29,606900
"DC",1991,4502,7.53,646,1.08,598000
"DC",1992,4424,7.51,783,1.33,589000
"DC",1993,4390,7.60,832,1.44,578000
"DC",1994,4125,7.24,655,1.15,570000
"DC",1995,3691,6.66,658,1.19,554000
"DC",1996,3632,6.69,759,1.40,543000
"DC",1997,4223,7.98,881,1.67,529000
"DC",1998,4132,7.90,747,1.43,523000
"DC",1999,4104,7.91,795,1.53,519000
"DC",2000,4247,7.42,1043,1.82,572059
"DC",2001,4569,7.99,887,1.55,571822
"DC",2002,4623,8.10,1013,1.77,570898
"DC",2003,4509,8.00,907,1.61,563384
"DC",2004,4764,8.61,825,1.49,553523
"DC",2005,4767,8.66,757,1.38,550521
"DC",2006,4796,8.25,797,1.37,581530
"DC",2007,4902,8.33,832,1.41,588292
"DC",2008,5076,8.58,849,1.43,591833
"DC",2009,5118,8.53,829,1.38,599657
"DC",2010,4566,7.59,646,1.07,601723
"DC",2011,4871,7.88,783,1.27,617996
"DC",2012,4936,7.81,775,1.23,632323
"DC",2013,5200,8.04,600,0.93,646449
"DC",2014,5156,7.83,629,0.95,658893
"DC",2015,4885,7.27,860,1.28,672228
"DC",2016,4795,7.04,792,1.16,681170
"DC",2017,4228,6.09,697,1.00,693972
"DC",2018,4393,6.25,752,1.07,702455
"DC",2019,4228,5.99,791,1.12,705749
"DE",1960,,,,,453611
"DE",1961,,,,,453611
"DE",1962,,,,,476802
"DE",1963,,,,,484459
"DE",1964,,,,,499265
"DE",1965,,,,,513885
"DE",1966,,,,,520955
"DE",1967,,,,,532973
"DE",1968,,,,,541987
"DE",1969,,,,,548078
"DE",1970,,,,,556519
"DE",1971,521,0.93,55,0.10,558000
"DE",1972,1139,2.02,224,0.40,565000
"DE",1973,764,1.33,147,0.26,576000
"DE",1974,776,1.35,172,0.30,573889
"DE",1975,823,1.42,183,0.32,580744
"DE",1976,827,1.42,164,0.28,582510
"DE",1977,831,1.43,187,0.32,582510
"DE",1978,852,1.46,193,0.33,583354
"DE",1979,869,1.49,191,0.33,582000
"DE",1980,728,1.22,158,0.27,594779
"DE",1981,695,1.16,96,0.16,598000
"DE",1982,714,1.18,164,0.27,603669
"DE",1983,1143,1.88,270,0.44,607678
"DE",1984,1159,1.89,299,0.49,614795
"DE",1985,1225,1.92,275,0.43,639650
"DE",1986,1198,1.84,281,0.43,651392
"DE",1987,1251,1.89,300,0.45,662642
"DE",1988,1319,1.94,437,0.64,679081
"DE",1989,1379,1.99,483,0.70,692488
"DE",1990,1838,2.68,517,0.75,685172
"DE",1991,1861,2.66,516,0.74,699396
"DE",1992,1903,2.69,525,0.74,707864
"DE",1993,2079,2.89,568,0.79,719130
"DE",1994,2094,2.89,595,0.82,725292
"DE",1995,2107,2.86,590,0.80,736565
"DE",1996,2108,2.83,607,0.82,744781
"DE",1997,1538,2.05,369,0.49,751970
"DE",1998,2264,2.96,752,0.98,764381
"DE",1999,2428,3.13,942,1.22,774931
"DE",2000,2649,3.28,1013,1.26,806621
"DE",2001,2791,3.40,1120,1.36,820963
"DE",2002,3099,3.69,1150,1.37,839193
"DE",2003,3024,3.59,1257,1.49,843255
"DE",2004,2880,3.37,1140,1.33,854779
"DE",2005,2995,3.44,1134,1.30,870075
"DE",2006,2871,3.26,1047,1.19,881748
"DE",2007,2847,3.18,1098,1.23,895112
"DE",2008,2908,3.26,1080,1.21,892606
"DE",2009,2908,3.21,1046,1.15,905669
"DE",2010,3562,3.89,1304,1.42,915164
"DE",2011,3478,3.77,1287,1.39,923759
"DE",2012,2356,2.52,877,0.94,934970
"DE",2013,2477,2.62,898,0.95,944369
"DE",2014,2849,2.99,1316,1.38,954220
"DE",2015,2846,2.96,1278,1.33,962461
"DE",2016,2937,3.03,1404,1.45,970016
"DE",2017,2282,2.33,694,0.71,978771
"DE",2018,2315,2.35,996,1.01,984141
"DE",2019,2421,2.44,1181,1.19,994112
"FL",1960,,,,,5021308
"FL",1961,,,,,5020502
"FL",1962,,,,,5533089
"FL",1963,,,,,5751537
"FL",1964,,,,,5807588
"FL",1965,,,,,5931510
"FL",1966,,,,,6263826
