neighborhoodCrimeStatisticsID,neighborhood,ucrDescription,number,reportMonth,reportYear
18420,Como,Burglary,5,10,2019
18421,Como,Homicide,0,10,2019
18422,Como,Larceny,9,10,2019
18423,Como,Rape,1,10,2019
18424,Como,Robbery,0,10,2019
18425,Cooper,Aggravated Assault,2,10,2019
18426,Cooper,Arson,0,10,2019
18427,Cooper,Auto Theft,2,10,2019
18428,Cooper,Burglary,6,10,2019
18429,Cooper,Homicide,0,10,2019
18430,Cooper,Larceny,11,10,2019
18431,Cooper,Rape,0,10,2019
18432,Cooper,Robbery,0,10,2019
18433,Corcoran,Aggravated Assault,0,10,2019
18434,Corcoran,Arson,0,10,2019
18435,Corcoran,Auto Theft,3,10,2019
18436,Corcoran,Burglary,4,10,2019
18437,Corcoran,Homicide,0,10,2019
18438,Corcoran,Larceny,5,10,2019
18439,Corcoran,Rape,0,10,2019
18440,Corcoran,Robbery,1,10,2019
18441,Diamond Lake,Aggravated Assault,2,10,2019
18442,Diamond Lake,Arson,0,10,2019
18443,Diamond Lake,Auto Theft,1,10,2019
18444,Diamond Lake,Burglary,6,10,2019
18445,Diamond Lake,Homicide,0,10,2019
18446,Diamond Lake,Larceny,6,10,2019
18447,Diamond Lake,Rape,0,10,2019
18448,Diamond Lake,Robbery,1,10,2019
18449,Downtown East,Aggravated Assault,2,10,2019
18450,Downtown East,Arson,0,10,2019
18451,Downtown East,Auto Theft,1,10,2019
18452,Downtown East,Burglary,1,10,2019
18453,Downtown East,Homicide,0,10,2019
18454,Downtown East,Larceny,18,10,2019
18455,Downtown East,Rape,1,10,2019
18456,Downtown East,Robbery,0,10,2019
18457,Downtown West,Aggravated Assault,11,10,2019
18458,Downtown West,Arson,0,10,2019
18459,Downtown West,Auto Theft,10,10,2019
18460,Downtown West,Burglary,5,10,2019
18461,Downtown West,Homicide,0,10,2019
18462,Downtown West,Larceny,171,10,2019
18463,Downtown West,Rape,2,10,2019
18464,Downtown West,Robbery,11,10,2019
18465,ECCO,Aggravated Assault,0,10,2019
18466,ECCO,Arson,0,10,2019
18467,ECCO,Auto Theft,1,10,2019
18468,ECCO,Burglary,2,10,2019
18469,ECCO,Homicide,0,10,2019
18470,ECCO,Larceny,6,10,2019
18471,ECCO,Rape,0,10,2019
18472,ECCO,Robbery,1,10,2019
18473,East Harriet,Aggravated Assault,0,10,2019
18474,East Harriet,Arson,0,10,2019
18475,East Harriet,Auto Theft,1,10,2019
18476,East Harriet,Burglary,3,10,2019
18477,East Harriet,Homicide,0,10,2019
18478,East Harriet,Larceny,4,10,2019
18479,East Harriet,Rape,0,10,2019
18480,East Harriet,Robbery,0,10,2019
18481,East Isles,Aggravated Assault,1,10,2019
18482,East Isles,Arson,0,10,2019
18483,East Isles,Auto Theft,4,10,2019
18484,East Isles,Burglary,5,10,2019
18485,East Isles,Homicide,0,10,2019
18486,East Isles,Larceny,18,10,2019
18487,East Isles,Rape,0,10,2019
18488,East Isles,Robbery,0,10,2019
18489,East Phillips,Aggravated Assault,5,10,2019
18490,East Phillips,Arson,1,10,2019
18491,East Phillips,Auto Theft,8,10,2019
18492,East Phillips,Burglary,8,10,2019
18493,East Phillips,Homicide,0,10,2019
18494,East Phillips,Larceny,14,10,2019
18495,East Phillips,Rape,1,10,2019
18496,East Phillips,Robbery,7,10,2019
18497,Elliot Park,Aggravated Assault,4,10,2019
18498,Elliot Park,Arson,0,10,2019
18499,Elliot Park,Auto Theft,3,10,2019
18500,Elliot Park,Burglary,4,10,2019
18501,Elliot Park,Homicide,0,10,2019
18502,Elliot Park,Larceny,22,10,2019
18503,Elliot Park,Rape,1,10,2019
18504,Elliot Park,Robbery,4,10,2019
18505,Ericsson,Aggravated Assault,0,10,2019
18506,Ericsson,Arson,0,10,2019
18507,Ericsson,Auto Theft,1,10,2019
18508,Ericsson,Burglary,7,10,2019
18509,Ericsson,Homicide,0,10,2019
18510,Ericsson,Larceny,9,10,2019
18511,Ericsson,Rape,0,10,2019
18512,Ericsson,Robbery,1,10,2019
18513,Field,Aggravated Assault,0,10,2019
18514,Field,Arson,0,10,2019
18515,Field,Auto Theft,1,10,2019
18516,Field,Burglary,3,10,2019
18517,Field,Homicide,0,10,2019
18518,Field,Larceny,6,10,2019
18519,Field,Rape,0,10,2019
18520,Field,Robbery,0,10,2019
18521,Folwell,Aggravated Assault,8,10,2019
18522,Folwell,Arson,0,10,2019
18523,Folwell,Auto Theft,7,10,2019
18524,Folwell,Burglary,4,10,2019
18525,Folwell,Homicide,0,10,2019
18526,Folwell,Larceny,11,10,2019
18527,Folwell,Rape,1,10,2019
18528,Folwell,Robbery,4,10,2019
18529,Fulton,Aggravated Assault,0,10,2019
18530,Fulton,Arson,0,10,2019
18531,Fulton,Auto Theft,0,10,2019
18532,Fulton,Burglary,0,10,2019
18533,Fulton,Homicide,0,10,2019
18534,Fulton,Larceny,6,10,2019
18535,Fulton,Rape,0,10,2019
18536,Fulton,Robbery,0,10,2019
18537,Hale,Aggravated Assault,0,10,2019
18538,Hale,Arson,0,10,2019
18539,Hale,Auto Theft,0,10,2019
18540,Hale,Burglary,3,10,2019
18541,Hale,Homicide,0,10,2019
18542,Hale,Larceny,5,10,2019
18543,Hale,Rape,0,10,2019
18544,Hale,Robbery,0,10,2019
18545,Harrison,Aggravated Assault,1,10,2019
18546,Harrison,Arson,1,10,2019
18547,Harrison,Auto Theft,2,10,2019
18548,Harrison,Burglary,3,10,2019
18549,Harrison,Homicide,0,10,2019
18550,Harrison,Larceny,9,10,2019
18551,Harrison,Rape,0,10,2019
18552,Harrison,Robbery,1,10,2019
18553,Hawthorne,Aggravated Assault,14,10,2019
18554,Hawthorne,Arson,0,10,2019
18555,Hawthorne,Auto Theft,6,10,2019
18556,Hawthorne,Burglary,6,10,2019
18557,Hawthorne,Homicide,1,10,2019
18558,Hawthorne,Larceny,19,10,2019
18559,Hawthorne,Rape,0,10,2019
18560,Hawthorne,Robbery,5,10,2019
18561,Hiawatha,Aggravated Assault,0,10,2019
18562,Hiawatha,Arson,0,10,2019
18563,Hiawatha,Auto Theft,2,10,2019
18564,Hiawatha,Burglary,3,10,2019
18565,Hiawatha,Homicide,0,10,2019
18566,Hiawatha,Larceny,24,10,2019
18567,Hiawatha,Rape,0,10,2019
18568,Hiawatha,Robbery,2,10,2019
18569,Holland,Aggravated Assault,2,10,2019
18570,Holland,Arson,0,10,2019
18571,Holland,Auto Theft,4,10,2019
18572,Holland,Burglary,3,10,2019
18573,Holland,Homicide,0,10,2019
18574,Holland,Larceny,14,10,2019
18575,Holland,Rape,0,10,2019
18576,Holland,Robbery,1,10,2019
18577,Howe,Aggravated Assault,1,10,2019
18578,Howe,Arson,0,10,2019
18579,Howe,Auto Theft,3,10,2019
18580,Howe,Burglary,4,10,2019
18581,Howe,Homicide,0,10,2019
18582,Howe,Larceny,16,10,2019
18583,Howe,Rape,0,10,2019
18584,Howe,Robbery,1,10,2019
18585,Humboldt Industrial Area,Aggravated Assault,0,10,2019
18586,Humboldt Industrial Area,Arson,0,10,2019
18587,Humboldt Industrial Area,Auto Theft,0,10,2019
18588,Humboldt Industrial Area,Burglary,0,10,2019
18589,Humboldt Industrial Area,Homicide,0,10,2019
18590,Humboldt Industrial Area,Larceny,0,10,2019
18591,Humboldt Industrial Area,Rape,0,10,2019
18592,Humboldt Industrial Area,Robbery,0,10,2019
18593,Jordan,Aggravated Assault,8,10,2019
18594,Jordan,Arson,0,10,2019
18595,Jordan,Auto Theft,9,10,2019
18596,Jordan,Burglary,5,10,2019
18597,Jordan,Homicide,0,10,2019
18598,Jordan,Larceny,14,10,2019
18599,Jordan,Rape,1,10,2019
18600,Jordan,Robbery,1,10,2019
18601,Keewaydin,Aggravated Assault,0,10,2019
18602,Keewaydin,Arson,0,10,2019
18603,Keewaydin,Auto Theft,1,10,2019
18604,Keewaydin,Burglary,1,10,2019
18605,Keewaydin,Homicide,0,10,2019
18606,Keewaydin,Larceny,7,10,2019
18607,Keewaydin,Rape,0,10,2019
18608,Keewaydin,Robbery,1,10,2019
18609,Kenny,Aggravated Assault,0,10,2019
18610,Kenny,Arson,0,10,2019
18611,Kenny,Auto Theft,0,10,2019
18612,Kenny,Burglary,0,10,2019
18613,Kenny,Homicide,0,10,2019
18614,Kenny,Larceny,1,10,2019
18615,Kenny,Rape,0,10,2019
18616,Kenny,Robbery,0,10,2019
18617,Kenwood,Aggravated Assault,0,10,2019
18618,Kenwood,Arson,0,10,2019
18619,Kenwood,Auto Theft,0,10,2019
18620,Kenwood,Burglary,1,10,2019
18621,Kenwood,Homicide,0,10,2019
18622,Kenwood,Larceny,2,10,2019
18623,Kenwood,Rape,0,10,2019
18624,Kenwood,Robbery,0,10,2019
18625,King Field,Aggravated Assault,0,10,2019
18626,King Field,Arson,1,10,2019
18627,King Field,Auto Theft,0,10,2019
18628,King Field,Burglary,7,10,2019
18629,King Field,Homicide,0,10,2019
18630,King Field,Larceny,14,10,2019
18631,King Field,Rape,0,10,2019
18632,King Field,Robbery,2,10,2019
18633,Lind - Bohanon,Aggravated Assault,3,10,2019
18634,Lind - Bohanon,Arson,0,10,2019
18635,Lind - Bohanon,Auto Theft,1,10,2019
18636,Lind - Bohanon,Burglary,10,10,2019
18637,Lind - Bohanon,Homicide,0,10,2019
18638,Lind - Bohanon,Larceny,8,10,2019
18639,Lind - Bohanon,Rape,0,10,2019
18640,Lind - Bohanon,Robbery,6,10,2019
18641,Linden Hills,Aggravated Assault,0,10,2019
18642,Linden Hills,Arson,0,10,2019
18643,Linden Hills,Auto Theft,1,10,2019
18644,Linden Hills,Burglary,4,10,2019
18645,Linden Hills,Homicide,0,10,2019
18646,Linden Hills,Larceny,8,10,2019
18647,Linden Hills,Rape,0,10,2019
18648,Linden Hills,Robbery,0,10,2019
18649,Logan Park,Aggravated Assault,0,10,2019
18650,Logan Park,Arson,0,10,2019
18651,Logan Park,Auto Theft,2,10,2019
18652,Logan Park,Burglary,1,10,2019
18653,Logan Park,Homicide,0,10,2019
18654,Logan Park,Larceny,9,10,2019
18655,Logan Park,Rape,0,10,2019
18656,Logan Park,Robbery,0,10,2019
18657,Longfellow,Aggravated Assault,3,10,2019
18658,Longfellow,Arson,0,10,2019
18659,Longfellow,Auto Theft,7,10,2019
18660,Longfellow,Burglary,2,10,2019
18661,Longfellow,Homicide,0,10,2019
18662,Longfellow,Larceny,50,10,2019
18663,Longfellow,Rape,0,10,2019
18664,Longfellow,Robbery,3,10,2019
18665,Loring Park,Aggravated Assault,7,10,2019
18666,Loring Park,Arson,0,10,2019
18667,Loring Park,Auto Theft,4,10,2019
18668,Loring Park,Burglary,8,10,2019
18669,Loring Park,Homicide,0,10,2019
18670,Loring Park,Larceny,27,10,2019
18671,Loring Park,Rape,1,10,2019
18672,Loring Park,Robbery,2,10,2019
18673,Lowry Hill,Aggravated Assault,0,10,2019
18674,Lowry Hill,Arson,0,10,2019
18675,Lowry Hill,Auto Theft,1,10,2019
18676,Lowry Hill,Burglary,2,10,2019
18677,Lowry Hill,Homicide,0,10,2019
18678,Lowry Hill,Larceny,10,10,2019
18679,Lowry Hill,Rape,0,10,2019
18680,Lowry Hill,Robbery,0,10,2019
18681,Lowry Hill East,Aggravated Assault,3,10,2019
18682,Lowry Hill East,Arson,0,10,2019
18683,Lowry Hill East,Auto Theft,1,10,2019
18684,Lowry Hill East,Burglary,14,10,2019
18685,Lowry Hill East,Homicide,0,10,2019
18686,Lowry Hill East,Larceny,72,10,2019
18687,Lowry Hill East,Rape,1,10,2019
18688,Lowry Hill East,Robbery,3,10,2019
18689,Lyndale,Aggravated Assault,0,10,2019
18690,Lyndale,Arson,0,10,2019
18691,Lyndale,Auto Theft,1,10,2019
18692,Lyndale,Burglary,11,10,2019
18693,Lyndale,Homicide,0,10,2019
18694,Lyndale,Larceny,17,10,2019
18695,Lyndale,Rape,0,10,2019
18696,Lyndale,Robbery,2,10,2019
18697,Lynnhurst,Aggravated Assault,0,10,2019
18698,Lynnhurst,Arson,0,10,2019
18699,Lynnhurst,Auto Theft,0,10,2019
18700,Lynnhurst,Burglary,3,10,2019
18701,Lynnhurst,Homicide,0,10,2019
18702,Lynnhurst,Larceny,4,10,2019
18703,Lynnhurst,Rape,0,10,2019
18704,Lynnhurst,Robbery,0,10,2019
18705,Marcy Holmes,Aggravated Assault,6,10,2019
18706,Marcy Holmes,Arson,0,10,2019
18707,Marcy Holmes,Auto Theft,10,10,2019
18708,Marcy Holmes,Burglary,8,10,2019
18709,Marcy Holmes,Homicide,1,10,2019
18710,Marcy Holmes,Larceny,42,10,2019
18711,Marcy Holmes,Rape,0,10,2019
18712,Marcy Holmes,Robbery,5,10,2019
18713,Marshall Terrace,Aggravated Assault,2,10,2019
18714,Marshall Terrace,Arson,0,10,2019
18715,Marshall Terrace,Auto Theft,2,10,2019
18716,Marshall Terrace,Burglary,0,10,2019
18717,Marshall Terrace,Homicide,0,10,2019
18718,Marshall Terrace,Larceny,5,10,2019
18719,Marshall Terrace,Rape,0,10,2019
18720,Marshall Terrace,Robbery,0,10,2019
18721,McKinley,Aggravated Assault,2,10,2019
18722,McKinley,Arson,0,10,2019
18723,McKinley,Auto Theft,4,10,2019
18724,McKinley,Burglary,3,10,2019
18725,McKinley,Homicide,0,10,2019
18726,McKinley,Larceny,3,10,2019
18727,McKinley,Rape,0,10,2019
18728,McKinley,Robbery,1,10,2019
18729,Mid - City Industrial,Aggravated Assault,0,10,2019
18730,Mid - City Industrial,Arson,0,10,2019
18731,Mid - City Industrial,Auto Theft,0,10,2019
18732,Mid - City Industrial,Burglary,0,10,2019
18733,Mid - City Industrial,Homicide,0,10,2019
18734,Mid - City Industrial,Larceny,7,10,2019
18735,Mid - City Industrial,Rape,0,10,2019
18736,Mid - City Industrial,Robbery,1,10,2019
18737,Midtown Phillips,Aggravated Assault,7,10,2019
18738,Midtown Phillips,Arson,0,10,2019
18739,Midtown Phillips,Auto Theft,8,10,2019
18740,Midtown Phillips,Burglary,4,10,2019
18741,Midtown Phillips,Homicide,0,10,2019
18742,Midtown Phillips,Larceny,24,10,2019
18743,Midtown Phillips,Rape,2,10,2019
18744,Midtown Phillips,Robbery,4,10,2019
18745,Minnehaha,Aggravated Assault,2,10,2019
18746,Minnehaha,Arson,0,10,2019
18747,Minnehaha,Auto Theft,2,10,2019
18748,Minnehaha,Burglary,7,10,2019
18749,Minnehaha,Homicide,0,10,2019
18750,Minnehaha,Larceny,8,10,2019
18751,Minnehaha,Rape,0,10,2019
18752,Minnehaha,Robbery,0,10,2019
18753,Morris Park,Aggravated Assault,0,10,2019
18754,Morris Park,Arson,0,10,2019
18755,Morris Park,Auto Theft,0,10,2019
18756,Morris Park,Burglary,1,10,2019
18757,Morris Park,Homicide,0,10,2019
18758,Morris Park,Larceny,1,10,2019
18759,Morris Park,Rape,0,10,2019
18760,Morris Park,Robbery,0,10,2019
18761,Near - North,Aggravated Assault,6,10,2019
18762,Near - North,Arson,0,10,2019
18763,Near - North,Auto Theft,6,10,2019
18764,Near - North,Burglary,8,10,2019
18765,Near - North,Homicide,0,10,2019
18766,Near - North,Larceny,29,10,2019
18767,Near - North,Rape,0,10,2019
18768,Near - North,Robbery,9,10,2019
18769,Nicollet Island - East Bank,Aggravated Assault,2,10,2019
18770,Nicollet Island - East Bank,Arson,0,10,2019
18771,Nicollet Island - East Bank,Auto Theft,1,10,2019
18772,Nicollet Island - East Bank,Burglary,0,10,2019
18773,Nicollet Island - East Bank,Homicide,0,10,2019
18774,Nicollet Island - East Bank,Larceny,6,10,2019
18775,Nicollet Island - East Bank,Rape,0,10,2019
18776,Nicollet Island - East Bank,Robbery,0,10,2019
18777,North Loop,Aggravated Assault,1,10,2019
18778,North Loop,Arson,0,10,2019
18779,North Loop,Auto Theft,4,10,2019
18780,North Loop,Burglary,3,10,2019
18781,North Loop,Homicide,0,10,2019
18782,North Loop,Larceny,36,10,2019
18783,North Loop,Rape,0,10,2019
18784,North Loop,Robbery,3,10,2019
18785,Northeast Park,Aggravated Assault,0,10,2019
18786,Northeast Park,Arson,0,10,2019
18787,Northeast Park,Auto Theft,0,10,2019
18788,Northeast Park,Burglary,0,10,2019
18789,Northeast Park,Homicide,0,10,2019
18790,Northeast Park,Larceny,14,10,2019
18791,Northeast Park,Rape,0,10,2019
18792,Northeast Park,Robbery,0,10,2019
18793,Northrop,Aggravated Assault,0,10,2019
18794,Northrop,Arson,0,10,2019
18795,Northrop,Auto Theft,2,10,2019
18796,Northrop,Burglary,7,10,2019
18797,Northrop,Homicide,0,10,2019
18798,Northrop,Larceny,9,10,2019
18799,Northrop,Rape,0,10,2019
18800,Northrop,Robbery,1,10,2019
18801,Page,Aggravated Assault,0,10,2019
18802,Page,Arson,0,10,2019
18803,Page,Auto Theft,0,10,2019
18804,Page,Burglary,0,10,2019
18805,Page,Homicide,0,10,2019
18806,Page,Larceny,3,10,2019
18807,Page,Rape,0,10,2019
18808,Page,Robbery,0,10,2019
18809,Phillips West,Aggravated Assault,1,10,2019
18810,Phillips West,Arson,0,10,2019
18811,Phillips West,Auto Theft,1,10,2019
18812,Phillips West,Burglary,3,10,2019
18813,Phillips West,Homicide,0,10,2019
18814,Phillips West,Larceny,9,10,2019
18815,Phillips West,Rape,0,10,2019
18816,Phillips West,Robbery,3,10,2019
18817,Powderhorn Park,Aggravated Assault,3,10,2019
18818,Powderhorn Park,Arson,0,10,2019
18819,Powderhorn Park,Auto Theft,6,10,2019
18820,Powderhorn Park,Burglary,10,10,2019
18821,Powderhorn Park,Homicide,0,10,2019
18822,Powderhorn Park,Larceny,17,10,2019
18823,Powderhorn Park,Rape,0,10,2019
18824,Powderhorn Park,Robbery,5,10,2019
18825,Prospect Park - East River Road,Aggravated Assault,0,10,2019
18826,Prospect Park - East River Road,Arson,0,10,2019
18827,Prospect Park - East River Road,Auto Theft,3,10,2019
18828,Prospect Park - East River Road,Burglary,9,10,2019
18829,Prospect Park - East River Road,Homicide,0,10,2019
18830,Prospect Park - East River Road,Larceny,45,10,2019
18831,Prospect Park - East River Road,Rape,1,10,2019
18832,Prospect Park - East River Road,Robbery,0,10,2019
18833,Regina,Aggravated Assault,0,10,2019
18834,Regina,Arson,0,10,2019
18835,Regina,Auto Theft,2,10,2019
18836,Regina,Burglary,2,10,2019
18837,Regina,Homicide,0,10,2019
18838,Regina,Larceny,3,10,2019
18839,Regina,Rape,1,10,2019
18840,Regina,Robbery,0,10,2019
18841,Seward,Aggravated Assault,1,10,2019
18842,Seward,Arson,0,10,2019
18843,Seward,Auto Theft,9,10,2019
18844,Seward,Burglary,11,10,2019
18845,Seward,Homicide,1,10,2019
18846,Seward,Larceny,30,10,2019
18847,Seward,Rape,0,10,2019
18848,Seward,Robbery,1,10,2019
18849,Sheridan,Aggravated Assault,0,10,2019
18850,Sheridan,Arson,0,10,2019
18851,Sheridan,Auto Theft,0,10,2019
18852,Sheridan,Burglary,1,10,2019
18853,Sheridan,Homicide,0,10,2019
18854,Sheridan,Larceny,15,10,2019
18855,Sheridan,Rape,0,10,2019
18856,Sheridan,Robbery,0,10,2019
18857,Shingle Creek,Aggravated Assault,1,10,2019
18858,Shingle Creek,Arson,0,10,2019
18859,Shingle Creek,Auto Theft,2,10,2019
18860,Shingle Creek,Burglary,3,10,2019
18861,Shingle Creek,Homicide,0,10,2019
18862,Shingle Creek,Larceny,3,10,2019
18863,Shingle Creek,Rape,0,10,2019
18864,Shingle Creek,Robbery,1,10,2019
18865,St. Anthony East,Aggravated Assault,0,10,2019
18866,St. Anthony East,Arson,0,10,2019
18867,St. Anthony East,Auto Theft,1,10,2019
18868,St. Anthony East,Burglary,0,10,2019
18869,St. Anthony East,Homicide,0,10,2019
18870,St. Anthony East,Larceny,1,10,2019
18871,St. Anthony East,Rape,0,10,2019
18872,St. Anthony East,Robbery,0,10,2019
18873,St. Anthony West,Aggravated Assault,0,10,2019
18874,St. Anthony West,Arson,0,10,2019
18875,St. Anthony West,Auto Theft,0,10,2019
18876,St. Anthony West,Burglary,0,10,2019
18877,St. Anthony West,Homicide,0,10,2019
18878,St. Anthony West,Larceny,6,10,2019
18879,St. Anthony West,Rape,0,10,2019
18880,St. Anthony West,Robbery,0,10,2019
18881,Standish,Aggravated Assault,1,10,2019
18882,Standish,Arson,0,10,2019
18883,Standish,Auto Theft,2,10,2019
18884,Standish,Burglary,8,10,2019
18885,Standish,Homicide,0,10,2019
18886,Standish,Larceny,14,10,2019
18887,Standish,Rape,0,10,2019
18888,Standish,Robbery,1,10,2019
18889,Steven's Square - Loring Heights,Aggravated Assault,5,10,2019
18890,Steven's Square - Loring Heights,Arson,0,10,2019
18891,Steven's Square - Loring Heights,Auto Theft,2,10,2019
18892,Steven's Square - Loring Heights,Burglary,4,10,2019
18893,Steven's Square - Loring Heights,Homicide,0,10,2019
18894,Steven's Square - Loring Heights,Larceny,11,10,2019
18895,Steven's Square - Loring Heights,Rape,1,10,2019
18896,Steven's Square - Loring Heights,Robbery,4,10,2019
18897,Sumner - Glenwood,Aggravated Assault,2,10,2019
18898,Sumner - Glenwood,Arson,1,10,2019
18899,Sumner - Glenwood,Auto Theft,0,10,2019
18900,Sumner - Glenwood,Burglary,0,10,2019
18901,Sumner - Glenwood,Homicide,0,10,2019
18902,Sumner - Glenwood,Larceny,2,10,2019
18903,Sumner - Glenwood,Rape,0,10,2019
18904,Sumner - Glenwood,Robbery,1,10,2019
18905,Tangletown,Aggravated Assault,0,10,2019
18906,Tangletown,Arson,0,10,2019
18907,Tangletown,Auto Theft,2,10,2019
18908,Tangletown,Burglary,2,10,2019
18909,Tangletown,Homicide,0,10,2019
18910,Tangletown,Larceny,7,10,2019
18911,Tangletown,Rape,0,10,2019
18912,Tangletown,Robbery,1,10,2019
18913,University of Minnesota,Aggravated Assault,0,10,2019
18914,University of Minnesota,Arson,0,10,2019
18915,University of Minnesota,Auto Theft,1,10,2019
18916,University of Minnesota,Burglary,2,10,2019
18917,University of Minnesota,Homicide,0,10,2019
18918,University of Minnesota,Larceny,8,10,2019
18919,University of Minnesota,Rape,1,10,2019
18920,University of Minnesota,Robbery,0,10,2019
18921,Ventura Village,Aggravated Assault,1,10,2019
18922,Ventura Village,Arson,0,10,2019
18923,Ventura Village,Auto Theft,14,10,2019
18924,Ventura Village,Burglary,14,10,2019
18925,Ventura Village,Homicide,0,10,2019
18926,Ventura Village,Larceny,21,10,2019
18927,Ventura Village,Rape,2,10,2019
18928,Ventura Village,Robbery,6,10,2019
18929,Victory,Aggravated Assault,0,10,2019
18930,Victory,Arson,0,10,2019
18931,Victory,Auto Theft,2,10,2019
18932,Victory,Burglary,8,10,2019
18933,Victory,Homicide,0,10,2019
18934,Victory,Larceny,2,10,2019
18935,Victory,Rape,0,10,2019
18936,Victory,Robbery,0,10,2019
18937,Waite Park,Aggravated Assault,1,10,2019
18938,Waite Park,Arson,0,10,2019
18939,Waite Park,Auto Theft,0,10,2019
18940,Waite Park,Burglary,2,10,2019
18941,Waite Park,Homicide,0,10,2019
18942,Waite Park,Larceny,5,10,2019
18943,Waite Park,Rape,0,10,2019
18944,Waite Park,Robbery,0,10,2019
18945,Webber - Camden,Aggravated Assault,2,10,2019
18946,Webber - Camden,Arson,0,10,2019
18947,Webber - Camden,Auto Theft,2,10,2019
18948,Webber - Camden,Burglary,6,10,2019
18949,Webber - Camden,Homicide,1,10,2019
18950,Webber - Camden,Larceny,6,10,2019
18951,Webber - Camden,Rape,0,10,2019
18952,Webber - Camden,Robbery,4,10,2019
18953,Wenonah,Aggravated Assault,0,10,2019
18954,Wenonah,Arson,0,10,2019
18955,Wenonah,Auto Theft,3,10,2019
18956,Wenonah,Burglary,3,10,2019
18957,Wenonah,Homicide,0,10,2019
18958,Wenonah,Larceny,3,10,2019
18959,Wenonah,Rape,0,10,2019
18960,Wenonah,Robbery,0,10,2019
18961,West Calhoun,Aggravated Assault,0,10,2019
18962,West Calhoun,Arson,0,10,2019
18963,West Calhoun,Auto Theft,0,10,2019
18964,West Calhoun,Burglary,0,10,2019
18965,West Calhoun,Homicide,0,10,2019
18966,West Calhoun,Larceny,6,10,2019
18967,West Calhoun,Rape,1,10,2019
18968,West Calhoun,Robbery,0,10,2019
18969,Whittier,Aggravated Assault,6,10,2019
18970,Whittier,Arson,0,10,2019
18971,Whittier,Auto Theft,7,10,2019
18972,Whittier,Burglary,9,10,2019
18973,Whittier,Homicide,0,10,2019
18974,Whittier,Larceny,60,10,2019
18975,Whittier,Rape,2,10,2019
18976,Whittier,Robbery,7,10,2019
18977,Willard - Hay,Aggravated Assault,5,10,2019
18978,Willard - Hay,Arson,0,10,2019
18979,Willard - Hay,Auto Theft,2,10,2019
18980,Willard - Hay,Burglary,5,10,2019
18981,Willard - Hay,Homicide,0,10,2019
18982,Willard - Hay,Larceny,7,10,2019
18983,Willard - Hay,Rape,1,10,2019
18984,Willard - Hay,Robbery,3,10,2019
18985,Windom,Aggravated Assault,0,10,2019
18986,Windom,Arson,0,10,2019
18987,Windom,Auto Theft,2,10,2019
18988,Windom,Burglary,4,10,2019
18989,Windom,Homicide,0,10,2019
18990,Windom,Larceny,14,10,2019
18991,Windom,Rape,0,10,2019
18992,Windom,Robbery,1,10,2019
18993,Windom Park,Aggravated Assault,1,10,2019
18994,Windom Park,Arson,0,10,2019
18995,Windom Park,Auto Theft,2,10,2019
18996,Windom Park,Burglary,1,10,2019
18997,Windom Park,Homicide,0,10,2019
18998,Windom Park,Larceny,8,10,2019
18999,Windom Park,Rape,0,10,2019
19000,Windom Park,Robbery,1,10,2019
19001,Z_** NOT ASSIGNED **,Aggravated Assault,1,10,2019
19002,Z_** NOT ASSIGNED **,Arson,0,10,2019
19003,Z_** NOT ASSIGNED **,Auto Theft,1,10,2019
19004,Z_** NOT ASSIGNED **,Burglary,0,10,2019
19005,Z_** NOT ASSIGNED **,Homicide,0,10,2019
19006,Z_** NOT ASSIGNED **,Larceny,5,10,2019
19007,Z_** NOT ASSIGNED **,Rape,0,10,2019
19008,Z_** NOT ASSIGNED **,Robbery,0,10,2019
19009,Armatage,Aggravated Assault,1,11,2019
19010,Armatage,Arson,0,11,2019
19011,Armatage,Auto Theft,0,11,2019
19012,Armatage,Burglary,0,11,2019
19013,Armatage,Homicide,0,11,2019
19014,Armatage,Larceny,3,11,2019
19015,Armatage,Rape,0,11,2019
19016,Armatage,Robbery,0,11,2019
19017,Audubon Park,Aggravated Assault,1,11,2019
19018,Audubon Park,Arson,0,11,2019
19019,Audubon Park,Auto Theft,0,11,2019
19020,Audubon Park,Burglary,4,11,2019
19021,Audubon Park,Homicide,0,11,2019
19022,Audubon Park,Larceny,2,11,2019
19023,Audubon Park,Rape,1,11,2019
19024,Audubon Park,Robbery,1,11,2019
19025,Bancroft,Aggravated Assault,1,11,2019
19026,Bancroft,Arson,0,11,2019
19027,Bancroft,Auto Theft,4,11,2019
19028,Bancroft,Burglary,3,11,2019
19029,Bancroft,Homicide,0,11,2019
19030,Bancroft,Larceny,8,11,2019
19031,Bancroft,Rape,0,11,2019
19032,Bancroft,Robbery,2,11,2019
19033,Beltrami,Aggravated Assault,0,11,2019
19034,Beltrami,Arson,0,11,2019
19035,Beltrami,Auto Theft,0,11,2019
19036,Beltrami,Burglary,1,11,2019
19037,Beltrami,Homicide,0,11,2019
19038,Beltrami,Larceny,4,11,2019
19039,Beltrami,Rape,0,11,2019
19040,Beltrami,Robbery,0,11,2019
19041,Bottineau,Aggravated Assault,0,11,2019
19042,Bottineau,Arson,0,11,2019
19043,Bottineau,Auto Theft,2,11,2019
19044,Bottineau,Burglary,1,11,2019
19045,Bottineau,Homicide,0,11,2019
19046,Bottineau,Larceny,7,11,2019
19047,Bottineau,Rape,0,11,2019
19048,Bottineau,Robbery,1,11,2019
